# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.218776423520e+10       5.088475588474e-18       3.802908395301e-05       3.204853668737e+14       1.389409109404e+04       1.140003270885e-06       1.693379065305e+14       2.195610186865e-05       6.071209927155e+28       4.935109713776e+21       2.467554856888e+22       3.815924191813e-08       4.199874149795e+28       1.027108703802e+29       9.770970846717e-05       1.109574238820e-01 
       1.210304293461e+10       5.159963578582e-18       3.829528759525e-05       3.160452475125e+14       1.389409109378e+04       1.147983293763e-06       1.681607810592e+14       2.210979456830e-05       5.904149798015e+28       4.832906580578e+21       2.416453290289e+22       3.815924191813e-08       4.084307149764e+28       9.988459847524e+28       9.778533540443e-05       1.108716125980e-01 
       1.201891056063e+10       5.232455903390e-18       3.856335570163e-05       3.116666431616e+14       1.389409109351e+04       1.156019176801e-06       1.669918381881e+14       2.226456311665e-05       5.741686625179e+28       4.732820012368e+21       2.366410006184e+22       3.815924191813e-08       3.971920181092e+28       9.713609645963e+28       9.786096234370e-05       1.107859339643e-01 
       1.193536301945e+10       5.305966672795e-18       3.883329918608e-05       3.073487015699e+14       1.389409109324e+04       1.164111311020e-06       1.658310210370e+14       2.242041504465e-05       5.583693915226e+28       4.634806176367e+21       2.317403088184e+22       3.815924191813e-08       3.862625739563e+28       9.446322435673e+28       9.793658928497e-05       1.107003876740e-01 
       1.185239624568e+10       5.380510194924e-18       3.910513078154e-05       3.030905822938e+14       1.389409109297e+04       1.172260090179e-06       1.646782731213e+14       2.257735793595e-05       5.430048655425e+28       4.538822147547e+21       2.269411073774e+22       3.815924191813e-08       3.756338728800e+28       9.186390107518e+28       9.801221622827e-05       1.106149734206e-01 
       1.177000620221e+10       5.456100978917e-18       3.937886685890e-05       2.988914565332e+14       1.389409109269e+04       1.180465910791e-06       1.635335383490e+14       2.273539942730e-05       5.280631217961e+28       4.444825889831e+21       2.222412944915e+22       3.815924191813e-08       3.652976393999e+28       8.933610278856e+28       9.808784317361e-05       1.105296908991e-01 
       1.168818888000e+10       5.532753737756e-18       3.965452015109e-05       2.947505069709e+14       1.389409109242e+04       1.188729172147e-06       1.623967610180e+14       2.289454720888e-05       5.135325266789e+28       4.352776237682e+21       2.176388118841e+22       3.815924191813e-08       3.552458257506e+28       8.687786135961e+28       9.816347012101e-05       1.104445398051e-01 
       1.160694029787e+10       5.610483391124e-18       3.993210157205e-05       2.906669276128e+14       1.389409109214e+04       1.197050276333e-06       1.612678858135e+14       2.305480902473e-05       4.994017667060e+28       4.262632878078e+21       2.131316439039e+22       3.815924191813e-08       3.454706056150e+28       8.448726280789e+28       9.823909707049e-05       1.103595198352e-01 
       1.152625650230e+10       5.689305068309e-18       4.021162567369e-05       2.866399236316e+14       1.389409109186e+04       1.205429628247e-06       1.601468578050e+14       2.321619267309e-05       4.856598397027e+28       4.174356332856e+21       2.087178166428e+22       3.815924191813e-08       3.359643680311e+28       8.216244581951e+28       9.831472402206e-05       1.102746306871e-01 
       1.144613356728e+10       5.769234111153e-18       4.049310700793e-05       2.826687112115e+14       1.389409109158e+04       1.213867635625e-06       1.590336224441e+14       2.337870600678e-05       4.722960462390e+28       4.087907941420e+21       2.043953970710e+22       3.815924191813e-08       3.267197114660e+28       7.990160029795e+28       9.839035097573e-05       1.101898720592e-01 
       1.136656759407e+10       5.850286077034e-18       4.077655830770e-05       2.787525173961e+14       1.389409109129e+04       1.222364709054e-06       1.579281255613e+14       2.354235693360e-05       4.592999812988e+28       4.003249843812e+21       2.001624921906e+22       3.815924191813e-08       3.177294380532e+28       7.770296595469e+28       9.846597793153e-05       1.101052436510e-01 
       1.128755471105e+10       5.932476741896e-18       4.106199412490e-05       2.748905799381e+14       1.389409109101e+04       1.230921261997e-06       1.568303133639e+14       2.370715341668e-05       4.466615261781e+28       3.920344964132e+21       1.960172482066e+22       3.815924191813e-08       3.089865479882e+28       7.556483093870e+28       9.854160488947e-05       1.100207451627e-01 
       1.120909107348e+10       6.015822103319e-18       4.134942901146e-05       2.710821471502e+14       1.389409109072e+04       1.239537710810e-06       1.557401324331e+14       2.387310347494e-05       4.343708406075e+28       3.839156994299e+21       1.919578497149e+22       3.815924191813e-08       3.004842340787e+28       7.348553050356e+28       9.861723184957e-05       1.099363762958e-01 
       1.113117286339e+10       6.100338383633e-18       4.163887570030e-05       2.673264777595e+14       1.389409109043e+04       1.248214474764e-06       1.546575297212e+14       2.404021518338e-05       4.224183550897e+28       3.759650378148e+21       1.879825189074e+22       3.815924191813e-08       2.922158764442e+28       7.146344571129e+28       9.869285881184e-05       1.098521367523e-01 
       1.105379628931e+10       6.186042033076e-18       4.193034692435e-05       2.636228407629e+14       1.389409109014e+04       1.256951976066e-06       1.535824525495e+14       2.420849667355e-05       4.107947634495e+28       3.681790295864e+21       1.840895147932e+22       3.815924191813e-08       2.841750373621e+28       6.949700217190e+28       9.876848577630e-05       1.097680262355e-01 
       1.097695758616e+10       6.272949732994e-18       4.222385905450e-05       2.599705152849e+14       1.389409108985e+04       1.265750639877e-06       1.525148486054e+14       2.437795613393e-05       3.994910155872e+28       3.605542648727e+21       1.802771324364e+22       3.815924191813e-08       2.763554562552e+28       6.758466881750e+28       9.884411274297e-05       1.096840444492e-01 
       1.090065301501e+10       6.361078399092e-18       4.251942664268e-05       2.563687904373e+14       1.389409108955e+04       1.274610894334e-06       1.514546659400e+14       2.454860181031e-05       3.884983104332e+28       3.530874044183e+21       1.765437022092e+22       3.815924191813e-08       2.687510448171e+28       6.572495671027e+28       9.891973971186e-05       1.096001910985e-01 
       1.082487886292e+10       6.450445184720e-18       4.281706242182e-05       2.528169651807e+14       1.389409108925e+04       1.283533170571e-06       1.504018529654e+14       2.472044200618e-05       3.778080890944e+28       3.457751781215e+21       1.728875890608e+22       3.815924191813e-08       2.613558822721e+28       6.391641788317e+28       9.899536668300e-05       1.095164658892e-01 
       1.074963144277e+10       6.541067484218e-18       4.311678094382e-05       2.493143481882e+14       1.389409108895e+04       1.292517902743e-06       1.493563584524e+14       2.489348508319e-05       3.674120281913e+28       3.386143836027e+21       1.693071918013e+22       3.815924191813e-08       2.541642107651e+28       6.215764421250e+28       9.907099365639e-05       1.094328685279e-01 
       1.067490709307e+10       6.632962936297e-18       4.341859857959e-05       2.458602577109e+14       1.389409108865e+04       1.301565528039e-06       1.483181315279e+14       2.506773946151e-05       3.573020333769e+28       3.316018848013e+21       1.658009424006e+22       3.815924191813e-08       2.471704308785e+28       6.044726632165e+28       9.914662063207e-05       1.093493987224e-01 
       1.060070217777e+10       6.726149427478e-18       4.372252988105e-05       2.424540214448e+14       1.389409108835e+04       1.310676486712e-06       1.472871216723e+14       2.524321362022e-05       3.474702330342e+28       3.247346106029e+21       1.623673053015e+22       3.815924191813e-08       2.403690972727e+28       5.878395251477e+28       9.922224761004e-05       1.092660561811e-01 
       1.052701308612e+10       6.820645095564e-18       4.402858758112e-05       2.390949764007e+14       1.389409108804e+04       1.319851222095e-06       1.462632787174e+14       2.541991609780e-05       3.379089721482e+28       3.180095534940e+21       1.590047767470e+22       3.815924191813e-08       2.337549144465e+28       5.716640774005e+28       9.929787459032e-05       1.091828406134e-01 
       1.045383623244e+10       6.916468333181e-18       4.433678623172e-05       2.357824687743e+14       1.389409108773e+04       1.329090180625e-06       1.452465528437e+14       2.559785549248e-05       3.286108063450e+28       3.114237682447e+21       1.557118841223e+22       3.815924191813e-08       2.273227326136e+28       5.559337258128e+28       9.937350157293e-05       1.090997517296e-01 
       1.038116805600e+10       7.013637791351e-18       4.464714402275e-05       2.325158538194e+14       1.389409108742e+04       1.338393811865e-06       1.442368945778e+14       2.577704046266e-05       3.195684960958e+28       3.049743706192e+21       1.524871853096e+22       3.815924191813e-08       2.210675436931e+28       5.406362227736e+28       9.944912855790e-05       1.090167892410e-01 
       1.030900502080e+10       7.112172383124e-18       4.495967368712e-05       2.292944957225e+14       1.389409108711e+04       1.347762568524e-06       1.432342547904e+14       2.595747972738e-05       3.107750010805e+28       2.986585361123e+21       1.493292680562e+22       3.815924191813e-08       2.149844774108e+28       5.257596576864e+28       9.952475554523e-05       1.089339528595e-01 
       1.023734361545e+10       7.212091287258e-18       4.527439159574e-05       2.261177674788e+14       1.389409108680e+04       1.357196906478e-06       1.422385846938e+14       2.613918206669e-05       3.022234747058e+28       2.924734987129e+21       1.462367493565e+22       3.815924191813e-08       2.090687975062e+28       5.112924476961e+28       9.960038253495e-05       1.088512422980e-01 
       1.016618035293e+10       7.313413951957e-18       4.559131230053e-05       2.229850507703e+14       1.389409108648e+04       1.366697284798e-06       1.412498358390e+14       2.632215632212e-05       2.939072587746e+28       2.864165496921e+21       1.432082748460e+22       3.815924191813e-08       2.033158980458e+28       4.972233286703e+28       9.967600952707e-05       1.087686572705e-01 
       1.009551177048e+10       7.416160098650e-18       4.591045217239e-05       2.198957358453e+14       1.389409108616e+04       1.376264165766e-06       1.402679601144e+14       2.650641139706e-05       2.858198783018e+28       2.804850364170e+21       1.402425182085e+22       3.815924191813e-08       1.977212998365e+28       4.835413464293e+28       9.975163652162e-05       1.086861974915e-01 
